FLOPs,Patch size,Tokens,Encoder parameters,Global model parameters,Decoder parameters,Global model dimension,Encoder/Decoder dimension,Global model layers,Decoder layers
m,4.0,23621548118.922768,5508956.16,94274682.88,11017912.32,896,768,10,2
l,4.0,59053870297.30692,5508956.16,94274682.88,11017912.32,896,768,10,2
xl,4.0,118107740594.61385,5508956.16,94274682.88,11017912.32,896,768,10,2
s,4.0,11048509021.561932,5508956.16,108223488.0,11017912.32,960,768,10,2
m,4.0,22097018043.123863,5508956.16,108223488.0,11017912.32,960,768,10,2
l,4.0,55242545107.809654,5508956.16,108223488.0,11017912.32,960,768,10,2
xl,4.0,110485090215.61931,5508956.16,108223488.0,11017912.32,960,768,10,2
s,4.0,10339081372.917782,5508956.16,123134279.68,11017912.32,1024,768,10,2
m,4.0,20678162745.835564,5508956.16,123134279.68,11017912.32,1024,768,10,2
l,4.0,51695406864.588905,5508956.16,123134279.68,11017912.32,1024,768,10,2
xl,4.0,103390813729.17781,5508956.16,123134279.68,11017912.32,1024,768,10,2
s,4.0,10248474039.929838,6465372.16,108223488.0,12930744.32,960,832,10,2
m,4.0,20496948079.859676,6465372.16,108223488.0,12930744.32,960,832,10,2
l,4.0,51242370199.64919,6465372.16,108223488.0,12930744.32,960,832,10,2
xl,4.0,102484740399.29839,6465372.16,108223488.0,12930744.32,960,832,10,2
l,4.0,48176080716.82949,6465372.16,123134279.68,12930744.32,1024,832,10,2
xl,4.0,96352161433.65898,6465372.16,123134279.68,12930744.32,1024,832,10,2
l,4.0,45304081341.90218,6465372.16,139007057.92,12930744.32,1088,832,10,2
xl,4.0,90608162683.80437,6465372.16,139007057.92,12930744.32,1088,832,10,2
l,4.0,42620779528.79307,6465372.16,155841822.71999997,12930744.32,1152,832,10,2
xl,4.0,85241559057.58614,6465372.16,155841822.71999997,12930744.32,1152,832,10,2
l,4.0,42378551060.170845,7498301.4399999995,139007057.92,14996602.879999999,1088,896,10,2
xl,4.0,84757102120.34169,7498301.4399999995,139007057.92,14996602.879999999,1088,896,10,2
l,4.0,40021595934.918526,7498301.4399999995,155841822.71999997,14996602.879999999,1152,896,10,2
xl,4.0,80043191869.83705,7498301.4399999995,155841822.71999997,14996602.879999999,1152,896,10,2
l,4.0,37807231300.69221,7498301.4399999995,173638574.08,14996602.879999999,1216,896,10,2
xl,4.0,75614462601.38441,7498301.4399999995,173638574.08,14996602.879999999,1216,896,10,2
l,4.0,37564397096.71567,8607744.0,155841822.71999997,17215488.0,1152,960,10,2
xl,4.0,75128794193.43134,8607744.0,155841822.71999997,17215488.0,1152,960,10,2
l,4.0,35606945626.40513,8607744.0,173638574.08,17215488.0,1216,960,10,2
xl,4.0,71213891252.81026,8607744.0,173638574.08,17215488.0,1216,960,10,2
l,4.0,33759086730.820816,8607744.0,192397312.0,17215488.0,1280,960,10,2
xl,4.0,67518173461.64163,8607744.0,192397312.0,17215488.0,1280,960,10,2
l,4.0,33523842734.098972,9793699.84,173638574.08,19587399.68,1216,1024,10,2
xl,4.0,67047685468.197945,9793699.84,173638574.08,19587399.68,1216,1024,10,2
l,4.0,31880880803.38334,9793699.84,192397312.0,19587399.68,1280,1024,10,2
xl,4.0,63761761606.76668,9793699.84,192397312.0,19587399.68,1280,1024,10,2
l,4.0,30100050796.556767,11056168.96,192397312.0,22112337.92,1280,1088,10,2
xl,4.0,60200101593.11353,11056168.96,192397312.0,22112337.92,1280,1088,10,2
s,4.0,103408578378.57335,344309.76,10625679.36,1032929.28,384,192,6,3
m,4.0,206817156757.1467,344309.76,10625679.36,1032929.28,384,192,6,3
s,4.0,61956615697.68501,612106.24,18890096.64,1836318.72,512,256,6,3
m,4.0,123913231395.37003,612106.24,18890096.64,1836318.72,512,256,6,3
l,4.0,309783078488.42505,612106.24,18890096.64,1836318.72,512,256,6,3
s,4.0,41265156692.05299,956416.0,29515776.0,2869248.0,640,320,6,3
m,4.0,82530313384.10599,956416.0,29515776.0,2869248.0,640,320,6,3
l,4.0,206325783460.26495,956416.0,29515776.0,2869248.0,640,320,6,3
xl,4.0,412651566920.5299,956416.0,29515776.0,2869248.0,640,320,6,3
s,4.0,37239865537.03437,956416.0,35714088.96,2869248.0,704,320,6,3
m,4.0,74479731074.06874,956416.0,35714088.96,2869248.0,704,320,6,3
l,4.0,186199327685.17188,956416.0,35714088.96,2869248.0,704,320,6,3
xl,4.0,372398655370.34375,956416.0,35714088.96,2869248.0,704,320,6,3
s,4.0,32144866141.885532,1377239.04,35714088.96,4131717.12,704,384,6,3
m,4.0,64289732283.771065,1377239.04,35714088.96,4131717.12,704,384,6,3
l,4.0,160724330709.42764,1377239.04,35714088.96,4131717.12,704,384,6,3
xl,4.0,321448661418.8553,1377239.04,35714088.96,4131717.12,704,384,6,3
s,4.0,29455117093.75172,1377239.04,42502717.44,4131717.12,768,384,6,3
m,4.0,58910234187.50344,1377239.04,42502717.44,4131717.12,768,384,6,3
l,4.0,147275585468.7586,1377239.04,42502717.44,4131717.12,768,384,6,3
xl,4.0,294551170937.5172,1377239.04,42502717.44,4131717.12,768,384,6,3
s,4.0,27018177916.560432,1377239.04,49881661.44,4131717.12,832,384,6,3
m,4.0,54036355833.120865,1377239.04,49881661.44,4131717.12,832,384,6,3
l,4.0,135090889582.80215,1377239.04,49881661.44,4131717.12,832,384,6,3
xl,4.0,270181779165.6043,1377239.04,49881661.44,4131717.12,832,384,6,3
s,4.0,23806058735.64887,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
m,4.0,47612117471.29774,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
l,4.0,119030293678.24434,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
xl,4.0,238060587356.48868,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
s,4.0,22080104073.95231,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
m,4.0,44160208147.90462,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
l,4.0,110400520369.76155,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
xl,4.0,220801040739.5231,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
s,4.0,20494097004.902817,1874575.3599999999,66410496.0,5623726.08,960,448,6,3
m,4.0,40988194009.80563,1874575.3599999999,66410496.0,5623726.08,960,448,6,3
l,4.0,102470485024.51408,1874575.3599999999,66410496.0,5623726.08,960,448,6,3
xl,4.0,204940970049.02817,1874575.3599999999,66410496.0,5623726.08,960,448,6,3
s,4.0,18339772089.862274,2448424.96,66410496.0,7345274.88,960,512,6,3
m,4.0,36679544179.72455,2448424.96,66410496.0,7345274.88,960,512,6,3
l,4.0,91698860449.31137,2448424.96,66410496.0,7345274.88,960,512,6,3
xl,4.0,183397720898.62274,2448424.96,66410496.0,7345274.88,960,512,6,3
s,4.0,17166624697.702602,2448424.96,75560386.56,7345274.88,1024,512,6,3
m,4.0,34333249395.405205,2448424.96,75560386.56,7345274.88,1024,512,6,3
l,4.0,85833123488.51302,2448424.96,75560386.56,7345274.88,1024,512,6,3
xl,4.0,171666246977.02603,2448424.96,75560386.56,7345274.88,1024,512,6,3
s,4.0,16077117978.686567,2448424.96,85300592.64,7345274.88,1088,512,6,3
m,4.0,32154235957.373135,2448424.96,85300592.64,7345274.88,1088,512,6,3
l,4.0,80385589893.43283,2448424.96,85300592.64,7345274.88,1088,512,6,3
xl,4.0,160771179786.86566,2448424.96,85300592.64,7345274.88,1088,512,6,3
s,4.0,14562454850.56498,3098787.84,85300592.64,9296363.52,1088,576,6,3
m,4.0,29124909701.12996,3098787.84,85300592.64,9296363.52,1088,576,6,3
l,4.0,72812274252.82489,3098787.84,85300592.64,9296363.52,1088,576,6,3
xl,4.0,145624548505.64978,3098787.84,85300592.64,9296363.52,1088,576,6,3
s,4.0,13728957516.98206,3098787.84,95631114.24,9296363.52,1152,576,6,3
m,4.0,27457915033.96412,3098787.84,95631114.24,9296363.52,1152,576,6,3
l,4.0,68644787584.9103,3098787.84,95631114.24,9296363.52,1152,576,6,3
xl,4.0,137289575169.8206,3098787.84,95631114.24,9296363.52,1152,576,6,3
s,4.0,12948484968.420778,3098787.84,106551951.36000001,9296363.52,1216,576,6,3
m,4.0,25896969936.841557,3098787.84,106551951.36000001,9296363.52,1216,576,6,3
l,4.0,64742424842.10389,3098787.84,106551951.36000001,9296363.52,1216,576,6,3
xl,4.0,129484849684.20778,3098787.84,106551951.36000001,9296363.52,1216,576,6,3
s,4.0,11843230434.87531,3825664.0,106551951.36000001,11476992.0,1216,640,6,3
m,4.0,23686460869.75062,3825664.0,106551951.36000001,11476992.0,1216,640,6,3
l,4.0,59216152174.37656,3825664.0,106551951.36000001,11476992.0,1216,640,6,3
xl,4.0,118432304348.75311,3825664.0,106551951.36000001,11476992.0,1216,640,6,3
s,4.0,11229878304.054794,3825664.0,118063104.0,11476992.0,1280,640,6,3
m,4.0,22459756608.10959,3825664.0,118063104.0,11476992.0,1280,640,6,3
l,4.0,56149391520.27397,3825664.0,118063104.0,11476992.0,1280,640,6,3
xl,4.0,112298783040.54794,3825664.0,118063104.0,11476992.0,1280,640,6,3
s,4.0,10309996759.592764,4629053.4399999995,118063104.0,13887160.319999998,1280,704,6,3
m,4.0,20619993519.185528,4629053.4399999995,118063104.0,13887160.319999998,1280,704,6,3
l,4.0,51549983797.96381,4629053.4399999995,118063104.0,13887160.319999998,1280,704,6,3
xl,4.0,103099967595.92763,4629053.4399999995,118063104.0,13887160.319999998,1280,704,6,3
s,4.0,112804941989.92322,344309.76,8608768.0,1032929.28,320,192,7,3
m,4.0,225609883979.84644,344309.76,8608768.0,1032929.28,320,192,7,3
s,4.0,94077461063.37094,344309.76,12396625.92,1032929.28,384,192,7,3
m,4.0,188154922126.74188,344309.76,12396625.92,1032929.28,384,192,7,3
s,4.0,64795541453.004654,612106.24,16873185.28,1836318.72,448,256,7,3
m,4.0,129591082906.00931,612106.24,16873185.28,1836318.72,448,256,7,3
l,4.0,323977707265.02325,612106.24,16873185.28,1836318.72,448,256,7,3
