FLOPs,Patch size,Tokens,Encoder parameters,Global transformer parameters,Decoder parameters,Global transformer dimension,Encoder/Decoder dimension,Global transformer layers,Decoder layers
l,6,24652902904.95608,1774464,623293440,15970176,1536,384,22,9
xl,6,49305805809.91216,1774464,623293440,15970176,1536,384,22,9
m,6,7663729137.893535,1774464,848286208,15970176,1792,384,22,9
l,6,19159322844.733837,1774464,848286208,15970176,1792,384,22,9
xl,6,38318645689.467674,1774464,848286208,15970176,1792,384,22,9
l,6,15254413351.859732,1774464,1107881984,15970176,2048,384,22,9
xl,6,30508826703.719463,1774464,1107881984,15970176,2048,384,22,9
s,6,5568423482.303263,3152384,432903680,28371456,1280,512,22,9
m,6,11136846964.606525,3152384,432903680,28371456,1280,512,22,9
l,6,27842117411.51631,3152384,432903680,28371456,1280,512,22,9
xl,6,55684234823.03262,3152384,432903680,28371456,1280,512,22,9
s,6,4365154307.157121,3152384,623293440,28371456,1536,512,22,9
m,6,8730308614.314241,3152384,623293440,28371456,1536,512,22,9
l,6,21825771535.785606,3152384,623293440,28371456,1536,512,22,9
xl,6,43651543071.57121,3152384,623293440,28371456,1536,512,22,9
m,6,6962802520.00708,3152384,848286208,28371456,1792,512,22,9
l,6,17407006300.0177,3152384,848286208,28371456,1792,512,22,9
xl,6,34814012600.0354,3152384,848286208,28371456,1792,512,22,9
l,6,14122494618.393053,3152384,1107881984,28371456,2048,512,22,9
xl,6,28244989236.786106,3152384,1107881984,28371456,2048,512,22,9
m,6,7617102283.668202,4923520,623293440,44311680,1536,640,22,9
l,6,19042755709.170506,4923520,623293440,44311680,1536,640,22,9
xl,6,38085511418.34101,4923520,623293440,44311680,1536,640,22,9
l,6,15589887420.28607,4923520,848286208,44311680,1792,640,22,9
xl,6,31179774840.57214,4923520,848286208,44311680,1792,640,22,9
xl,6,25804775958.966026,4923520,1107881984,44311680,2048,640,22,9
l,6,13834712567.59408,7087872,848286208,63790848,1792,768,22,9
xl,6,27669425135.18816,7087872,848286208,63790848,1792,768,22,9
xl,6,23352799398.86088,7087872,1107881984,63790848,2048,768,22,9
xl,6,21003453843.39334,9645440,1107881984,86808960,2048,896,22,9
s,6,36080284116.3621,198272,75657216,1784448,512,128,24,9
m,6,72160568232.7242,198272,75657216,1784448,512,128,24,9
l,6,180401420581.81052,198272,75657216,1784448,512,128,24,9
xl,6,360802841163.62103,198272,75657216,1784448,512,128,24,9
s,6,18723921322.382187,198272,170108928,1784448,768,128,24,9
m,6,37447842644.76437,198272,170108928,1784448,768,128,24,9
l,6,93619606611.91093,198272,170108928,1784448,768,128,24,9
xl,6,187239213223.82187,198272,170108928,1784448,768,128,24,9
s,6,11294783364.247908,198272,302309376,1784448,1024,128,24,9
m,6,22589566728.495815,198272,302309376,1784448,1024,128,24,9
l,6,56473916821.23954,198272,302309376,1784448,1024,128,24,9
xl,6,112947833642.47908,198272,302309376,1784448,1024,128,24,9
s,6,7513008925.214187,198272,472258560,1784448,1280,128,24,9
m,6,15026017850.428373,198272,472258560,1784448,1280,128,24,9
l,6,37565044626.07094,198272,472258560,1784448,1280,128,24,9
xl,6,75130089252.14188,198272,472258560,1784448,1280,128,24,9
s,6,5344573641.554752,198272,679956480,1784448,1536,128,24,9
m,6,10689147283.109505,198272,679956480,1784448,1536,128,24,9
l,6,26722868207.77376,198272,679956480,1784448,1536,128,24,9
xl,6,53445736415.54752,198272,679956480,1784448,1536,128,24,9
m,6,7982564546.378316,198272,925403136,1784448,1792,128,24,9
l,6,19956411365.94579,198272,925403136,1784448,1792,128,24,9
xl,6,39912822731.89158,198272,925403136,1784448,1792,128,24,9
l,6,15459600822.717905,198272,1208598528,1784448,2048,128,24,9
xl,6,30919201645.43581,198272,1208598528,1784448,2048,128,24,9
s,6,15323134255.17309,789760,170108928,7107840,768,256,24,9
m,6,30646268510.34618,789760,170108928,7107840,768,256,24,9
l,6,76615671275.86545,789760,170108928,7107840,768,256,24,9
xl,6,153231342551.7309,789760,170108928,7107840,768,256,24,9
s,6,9961188023.878801,789760,302309376,7107840,1024,256,24,9
m,6,19922376047.757603,789760,302309376,7107840,1024,256,24,9
l,6,49805940119.394005,789760,302309376,7107840,1024,256,24,9
xl,6,99611880238.78801,789760,302309376,7107840,1024,256,24,9
s,6,6898661858.280955,789760,472258560,7107840,1280,256,24,9
m,6,13797323716.56191,789760,472258560,7107840,1280,256,24,9
l,6,34493309291.40478,789760,472258560,7107840,1280,256,24,9
xl,6,68986618582.80956,789760,472258560,7107840,1280,256,24,9
s,6,5026165008.755981,789760,679956480,7107840,1536,256,24,9
m,6,10052330017.511963,789760,679956480,7107840,1536,256,24,9
l,6,25130825043.779907,789760,679956480,7107840,1536,256,24,9
xl,6,50261650087.559814,789760,679956480,7107840,1536,256,24,9
m,6,7621973527.727398,789760,925403136,7107840,1792,256,24,9
l,6,19054933819.318497,789760,925403136,7107840,1792,256,24,9
xl,6,38109867638.63699,789760,925403136,7107840,1792,256,24,9
l,6,14913050947.754213,789760,1208598528,7107840,2048,256,24,9
xl,6,29826101895.508427,789760,1208598528,7107840,2048,256,24,9
s,6,8371579171.832488,1774464,302309376,15970176,1024,384,24,9
m,6,16743158343.664976,1774464,302309376,15970176,1024,384,24,9
l,6,41857895859.16244,1774464,302309376,15970176,1024,384,24,9
xl,6,83715791718.32487,1774464,302309376,15970176,1024,384,24,9
s,6,6096899536.362494,1774464,472258560,15970176,1280,384,24,9
m,6,12193799072.724989,1774464,472258560,15970176,1280,384,24,9
l,6,30484497681.81247,1774464,472258560,15970176,1280,384,24,9
xl,6,60968995363.62494,1774464,472258560,15970176,1280,384,24,9
s,6,4586714292.1723795,1774464,679956480,15970176,1536,384,24,9
m,6,9173428584.344759,1774464,679956480,15970176,1536,384,24,9
l,6,22933571460.861897,1774464,679956480,15970176,1536,384,24,9
xl,6,45867142921.72379,1774464,679956480,15970176,1536,384,24,9
m,6,7105770704.396755,1774464,925403136,15970176,1792,384,24,9
l,6,17764426760.99189,1774464,925403136,15970176,1792,384,24,9
xl,6,35528853521.98378,1774464,925403136,15970176,1792,384,24,9
l,6,14110783148.91631,1774464,1208598528,15970176,2048,384,24,9
xl,6,28221566297.83262,1774464,1208598528,15970176,2048,384,24,9
s,6,5255167385.069069,3152384,472258560,28371456,1280,512,24,9
m,6,10510334770.138138,3152384,472258560,28371456,1280,512,24,9
l,6,26275836925.345345,3152384,472258560,28371456,1280,512,24,9
xl,6,52551673850.69069,3152384,472258560,28371456,1280,512,24,9
s,6,4093460314.000499,3152384,679956480,28371456,1536,512,24,9
m,6,8186920628.000998,3152384,679956480,28371456,1536,512,24,9
l,6,20467301570.002495,3152384,679956480,28371456,1536,512,24,9
xl,6,40934603140.00499,3152384,679956480,28371456,1536,512,24,9
l,6,16247878676.959936,3152384,925403136,28371456,1792,512,24,9
xl,6,32495757353.919872,3152384,925403136,28371456,1792,512,24,9
l,6,13136805048.299723,3152384,1208598528,28371456,2048,512,24,9
xl,6,26273610096.599445,3152384,1208598528,28371456,2048,512,24,9
m,6,7200145615.744933,4923520,679956480,44311680,1536,640,24,9
l,6,18000364039.36233,4923520,679956480,44311680,1536,640,24,9
xl,6,36000728078.72466,4923520,679956480,44311680,1536,640,24,9
l,6,14653623050.857122,4923520,925403136,44311680,1792,640,24,9
xl,6,29307246101.714245,4923520,925403136,44311680,1792,640,24,9
xl,6,24149332983.83131,4923520,1208598528,44311680,2048,640,24,9
l,6,13092378819.455383,7087872,925403136,63790848,1792,768,24,9
xl,6,26184757638.910767,7087872,925403136,63790848,1792,768,24,9
xl,6,21988695629.168003,7087872,1208598528,63790848,2048,768,24,9
xl,6,19893485504.174137,9645440,1208598528,86808960,2048,896,24,9
l,8,633412991351.1256,198272,25192448,991360,1024,128,2,5
l,8,469644437831.85077,198272,39354880,991360,1280,128,2,5
l,8,357429209000.58215,198272,56663040,991360,1536,128,2,5
s,8,55800333016.38744,198272,77116928,991360,1792,128,2,5
m,8,111600666032.77489,198272,77116928,991360,1792,128,2,5
l,8,279001665081.9372,198272,77116928,991360,1792,128,2,5
xl,8,558003330163.8744,198272,77116928,991360,1792,128,2,5
s,8,44557084754.70434,198272,100716544,991360,2048,128,2,5
m,8,89114169509.40868,198272,100716544,991360,2048,128,2,5
l,8,222785423773.5217,198272,100716544,991360,2048,128,2,5
xl,8,445570847547.0434,198272,100716544,991360,2048,128,2,5
s,8,33897275526.817898,789760,100716544,3948800,2048,256,2,5
m,8,67794551053.635796,789760,100716544,3948800,2048,256,2,5
l,8,169486377634.08948,789760,100716544,3948800,2048,256,2,5
xl,8,338972755268.17896,789760,100716544,3948800,2048,256,2,5
l,8,576012445555.3036,198272,28351488,991360,768,128,4,5
l,8,384439843468.3978,198272,50384896,991360,1024,128,4,5
s,8,54021489316.2781,198272,78709760,991360,1280,128,4,5
m,8,108042978632.5562,198272,78709760,991360,1280,128,4,5
l,8,270107446581.3905,198272,78709760,991360,1280,128,4,5
xl,8,540214893162.781,198272,78709760,991360,1280,128,4,5
s,8,39688814295.08538,198272,113326080,991360,1536,128,4,5
m,8,79377628590.17076,198272,113326080,991360,1536,128,4,5
l,8,198444071475.4269,198272,113326080,991360,1536,128,4,5
xl,8,396888142950.8538,198272,113326080,991360,1536,128,4,5
s,8,30247550795.317,198272,154233856,991360,1792,128,4,5
m,8,60495101590.634,198272,154233856,991360,1792,128,4,5
l,8,151237753976.58502,198272,154233856,991360,1792,128,4,5
xl,8,302475507953.17004,198272,154233856,991360,1792,128,4,5
s,8,23750324429.431705,198272,201433088,991360,2048,128,4,5
m,8,47500648858.86341,198272,201433088,991360,2048,128,4,5
l,8,118751622147.15852,198272,201433088,991360,2048,128,4,5
xl,8,237503244294.31705,198272,201433088,991360,2048,128,4,5
s,8,31004106431.88869,789760,113326080,3948800,1536,256,4,5
m,8,62008212863.77738,789760,113326080,3948800,1536,256,4,5
l,8,155020532159.44345,789760,113326080,3948800,1536,256,4,5
xl,8,310041064318.8869,789760,113326080,3948800,1536,256,4,5
s,8,24926278040.06869,789760,154233856,3948800,1792,256,4,5
m,8,49852556080.13738,789760,154233856,3948800,1792,256,4,5
l,8,124631390200.34346,789760,154233856,3948800,1792,256,4,5
xl,8,249262780400.68692,789760,154233856,3948800,1792,256,4,5
s,8,20340721734.370354,789760,201433088,3948800,2048,256,4,5
m,8,40681443468.74071,789760,201433088,3948800,2048,256,4,5
l,8,101703608671.85176,789760,201433088,3948800,2048,256,4,5
xl,8,203407217343.70352,789760,201433088,3948800,2048,256,4,5
s,8,16529891730.531557,1774464,201433088,8872320,2048,384,4,5
m,8,33059783461.063114,1774464,201433088,8872320,2048,384,4,5
l,8,82649458652.65778,1774464,201433088,8872320,2048,384,4,5
xl,8,165298917305.31555,1774464,201433088,8872320,2048,384,4,5
l,8,429930894627.7211,198272,42527232,991360,768,128,6,5
s,8,55193340062.505356,198272,75577344,991360,1024,128,6,5
m,8,110386680125.01071,198272,75577344,991360,1024,128,6,5
l,8,275966700312.5268,198272,75577344,991360,1024,128,6,5
xl,8,551933400625.0536,198272,75577344,991360,1024,128,6,5
s,8,37913323469.8031,198272,118064640,991360,1280,128,6,5
m,8,75826646939.6062,198272,118064640,991360,1280,128,6,5
l,8,189566617349.0155,198272,118064640,991360,1280,128,6,5
xl,8,379133234698.031,198272,118064640,991360,1280,128,6,5
s,8,27470076296.48871,198272,169989120,991360,1536,128,6,5
m,8,54940152592.97742,198272,169989120,991360,1536,128,6,5
l,8,137350381482.44354,198272,169989120,991360,1536,128,6,5
xl,8,274700762964.8871,198272,169989120,991360,1536,128,6,5
s,8,20746881079.8735,198272,231350784,991360,1792,128,6,5
m,8,41493762159.747,198272,231350784,991360,1792,128,6,5
l,8,103734405399.36751,198272,231350784,991360,1792,128,6,5
xl,8,207468810798.73502,198272,231350784,991360,1792,128,6,5
s,8,16190069865.979897,198272,302149632,991360,2048,128,6,5
m,8,32380139731.959793,198272,302149632,991360,2048,128,6,5
l,8,80950349329.89949,198272,302149632,991360,2048,128,6,5
xl,8,161900698659.79898,198272,302149632,991360,2048,128,6,5
s,8,29909916118.238445,789760,118064640,3948800,1280,256,6,5
m,8,59819832236.47689,789760,118064640,3948800,1280,256,6,5
l,8,149549580591.19223,789760,118064640,3948800,1280,256,6,5
xl,8,299099161182.38446,789760,118064640,3948800,1280,256,6,5
s,8,23009121920.367085,789760,169989120,3948800,1536,256,6,5
m,8,46018243840.73417,789760,169989120,3948800,1536,256,6,5
l,8,115045609601.83543,789760,169989120,3948800,1536,256,6,5
xl,8,230091219203.67087,789760,169989120,3948800,1536,256,6,5
s,8,18096995261.772312,789760,231350784,3948800,1792,256,6,5
m,8,36193990523.544624,789760,231350784,3948800,1792,256,6,5
l,8,90484976308.86156,789760,231350784,3948800,1792,256,6,5
xl,8,180969952617.7231,789760,231350784,3948800,1792,256,6,5
s,8,14529808425.057108,789760,302149632,3948800,2048,256,6,5
m,8,29059616850.114216,789760,302149632,3948800,2048,256,6,5
l,8,72649042125.28554,789760,302149632,3948800,2048,256,6,5
xl,8,145298084250.57108,789760,302149632,3948800,2048,256,6,5
s,8,15016865742.25244,1774464,231350784,8872320,1792,384,6,5
m,8,30033731484.50488,1774464,231350784,8872320,1792,384,6,5
l,8,75084328711.26219,1774464,231350784,8872320,1792,384,6,5
xl,8,150168657422.52438,1774464,231350784,8872320,1792,384,6,5
s,8,12475356181.399263,1774464,302149632,8872320,2048,384,6,5
m,8,24950712362.798527,1774464,302149632,8872320,2048,384,6,5
l,8,62376780906.99632,1774464,302149632,8872320,2048,384,6,5
xl,8,124753561813.99265,1774464,302149632,8872320,2048,384,6,5
l,8,603329607169.6794,198272,25219072,991360,512,128,8,5
s,8,68590944458.89427,198272,56702976,991360,768,128,8,5
l,8,342954722294.4714,198272,56702976,991360,768,128,8,5
s,8,43047190051.62219,198272,100769792,991360,1024,128,8,5
m,8,86094380103.24438,198272,100769792,991360,1024,128,8,5
l,8,215235950258.11096,198272,100769792,991360,1024,128,8,5
xl,8,430471900516.2219,198272,100769792,991360,1024,128,8,5
s,8,29204966059.156643,198272,157419520,991360,1280,128,8,5
m,8,58409932118.313286,198272,157419520,991360,1280,128,8,5
l,8,146024830295.78323,198272,157419520,991360,1280,128,8,5
xl,8,292049660591.56647,198272,157419520,991360,1280,128,8,5
s,8,21003778999.917664,198272,226652160,991360,1536,128,8,5
m,8,42007557999.83533,198272,226652160,991360,1536,128,8,5
l,8,105018894999.58833,198272,226652160,991360,1536,128,8,5
xl,8,210037789999.17667,198272,226652160,991360,1536,128,8,5
s,8,15787935440.732216,198272,308467712,991360,1792,128,8,5
m,8,31575870881.46443,198272,308467712,991360,1792,128,8,5
l,8,78939677203.66109,198272,308467712,991360,1792,128,8,5
xl,8,157879354407.32217,198272,308467712,991360,1792,128,8,5
s,8,12280814479.335712,198272,402866176,991360,2048,128,8,5
m,8,24561628958.671425,198272,402866176,991360,2048,128,8,5
l,8,61404072396.67856,198272,402866176,991360,2048,128,8,5
xl,8,122808144793.35712,198272,402866176,991360,2048,128,8,5
s,8,33016271475.10362,789760,100769792,3948800,1024,256,8,5
m,8,66032542950.20724,789760,100769792,3948800,1024,256,8,5
l,8,165081357375.5181,789760,100769792,3948800,1024,256,8,5
xl,8,330162714751.0362,789760,100769792,3948800,1024,256,8,5
s,8,24213938085.154026,789760,157419520,3948800,1280,256,8,5
m,8,48427876170.30805,789760,157419520,3948800,1280,256,8,5
l,8,121069690425.77014,789760,157419520,3948800,1280,256,8,5
xl,8,242139380851.54028,789760,157419520,3948800,1280,256,8,5
s,8,18292151115.996822,789760,226652160,3948800,1536,256,8,5
m,8,36584302231.993645,789760,226652160,3948800,1536,256,8,5
l,8,91460755579.98412,789760,226652160,3948800,1536,256,8,5
xl,8,182921511159.96823,789760,226652160,3948800,1536,256,8,5
s,8,14205094287.733845,789760,308467712,3948800,1792,256,8,5
m,8,28410188575.46769,789760,308467712,3948800,1792,256,8,5
l,8,71025471438.66922,789760,308467712,3948800,1792,256,8,5
xl,8,142050942877.33844,789760,308467712,3948800,1792,256,8,5
s,8,11301273879.591707,789760,402866176,3948800,2048,256,8,5
m,8,22602547759.183414,789760,402866176,3948800,2048,256,8,5
l,8,56506369397.958534,789760,402866176,3948800,2048,256,8,5
xl,8,113012738795.91707,789760,402866176,3948800,2048,256,8,5
s,8,15150997262.88144,1774464,226652160,8872320,1536,384,8,5
m,8,30301994525.76288,1774464,226652160,8872320,1536,384,8,5
l,8,75754986314.4072,1774464,226652160,8872320,1536,384,8,5
xl,8,151509972628.8144,1774464,226652160,8872320,1536,384,8,5
s,8,12235217654.733904,1774464,308467712,8872320,1792,384,8,5
m,8,24470435309.467808,1774464,308467712,8872320,1792,384,8,5
l,8,61176088273.66952,1774464,308467712,8872320,1792,384,8,5
xl,8,122352176547.33904,1774464,308467712,8872320,1792,384,8,5
s,8,10018072602.975769,1774464,402866176,8872320,2048,384,8,5
m,8,20036145205.951538,1774464,402866176,8872320,2048,384,8,5
l,8,50090363014.878845,1774464,402866176,8872320,2048,384,8,5
xl,8,100180726029.75769,1774464,402866176,8872320,2048,384,8,5
s,8,8663272327.262667,3152384,402866176,15761920,2048,512,8,5
m,8,17326544654.525333,3152384,402866176,15761920,2048,512,8,5
l,8,43316361636.31333,3152384,402866176,15761920,2048,512,8,5
xl,8,86632723272.62666,3152384,402866176,15761920,2048,512,8,5
l,8,517395241950.5718,198272,31523840,991360,512,128,10,5
s,8,57049647798.29435,198272,70878720,991360,768,128,10,5
m,8,114099295596.5887,198272,70878720,991360,768,128,10,5
l,8,285248238991.47174,198272,70878720,991360,768,128,10,5
xl,8,570496477982.9435,198272,70878720,991360,768,128,10,5
s,8,35282687716.60042,198272,125962240,991360,1024,128,10,5
m,8,70565375433.20084,198272,125962240,991360,1024,128,10,5
l,8,176413438583.0021,198272,125962240,991360,1024,128,10,5
xl,8,352826877166.0042,198272,125962240,991360,1024,128,10,5
s,8,23749837076.117657,198272,196774400,991360,1280,128,10,5
m,8,47499674152.23531,198272,196774400,991360,1280,128,10,5
l,8,118749185380.58829,198272,196774400,991360,1280,128,10,5
xl,8,237498370761.17657,198272,196774400,991360,1280,128,10,5
s,8,17001681398.283566,198272,283315200,991360,1536,128,10,5
m,8,34003362796.56713,198272,283315200,991360,1536,128,10,5
l,8,85008406991.41782,198272,283315200,991360,1536,128,10,5
xl,8,170016813982.83563,198272,283315200,991360,1536,128,10,5
s,8,12742263560.163973,198272,385584640,991360,1792,128,10,5
m,8,25484527120.327946,198272,385584640,991360,1792,128,10,5
l,8,63711317800.81987,198272,385584640,991360,1792,128,10,5
xl,8,127422635601.63974,198272,385584640,991360,1792,128,10,5
s,8,9892234785.624193,198272,503582720,991360,2048,128,10,5
m,8,19784469571.248386,198272,503582720,991360,2048,128,10,5
l,8,49461173928.120964,198272,503582720,991360,2048,128,10,5
xl,8,98922347856.24193,198272,503582720,991360,2048,128,10,5
s,8,28248357753.473644,789760,125962240,3948800,1024,256,10,5
m,8,56496715506.94729,789760,125962240,3948800,1024,256,10,5
l,8,141241788767.36823,789760,125962240,3948800,1024,256,10,5
xl,8,282483577534.73645,789760,125962240,3948800,1024,256,10,5
s,8,20340364265.006634,789760,196774400,3948800,1280,256,10,5
m,8,40680728530.01327,789760,196774400,3948800,1280,256,10,5
l,8,101701821325.03316,789760,196774400,3948800,1280,256,10,5
xl,8,203403642650.0663,789760,196774400,3948800,1280,256,10,5
